modelo,k_estudos,acuracia_pooled,ic_inferior,ic_superior,tau2,I2,H2,Q,Q_p
Efeitos Aleatórios (REML),129,90.66319198842892,89.80898082673647,91.45261755423711,0.17042818346012303,58.00437765618436,2.381200573271804,309.7100791533307,4.3558487388893706e-17
