dimensao,score_medio,score_max_possivel,percentual
Findable,14.78494623655914,25,59.13978494623656
Accessible,0.16129032258064516,25,0.6451612903225806
Interoperable,0.053763440860215055,25,0.21505376344086022
Reusable,3.6666666666666665,25,14.666666666666666
